10 250 30 250 50 250 70 250 90 250 110 250 130 250 150 250 170 250 190 250 210 250 230 250 250 250 270 250 290 250 310 250 330 250 350 250 370 250 390 250 410 250 430 250 450 250 470 250 490 250 510 250 530 250 550 250 570 250 590 250 
10 270 30 270 50 270 70 270 90 270 110 270 130 270 150 270 170 270 190 270 210 270 230 270 250 270 270 270 290 270 310 270 330 270 350 270 370 270 390 270 410 270 430 270 450 270 470 270 490 270 510 270 530 270 550 270 570 270 590 270 
10 290 30 290 50 290 70 290 90 290 110 290 130 290 150 290 170 290 190 290 210 290 230 290 250 290 270 290 290 290 310 290 330 290 350 290 370 290 390 290 410 290 430 290 450 290 470 290 490 290 510 290 530 290 550 290 570 290 590 290 
10 310 30 310 50 310 70 310 90 310 110 310 130 310 150 310 170 310 190 310 210 310 230 310 250 310 270 310 290 310 310 310 330 310 350 310 370 310 390 310 410 310 430 310 450 310 470 310 490 310 510 310 530 310 550 310 570 310 590 310 
10 330 30 330 50 330 70 330 90 330 110 330 130 330 150 330 170 330 190 330 210 330 230 330 250 330 270 330 290 330 310 330 330 330 350 330 370 330 390 330 410 330 430 330 450 330 470 330 490 330 510 330 530 330 550 330 570 330 590 330 
10 350 30 350 50 350 70 350 90 350 110 350 130 350 150 350 170 350 190 350 210 350 230 350 250 350 270 350 290 350 310 350 330 350 350 350 370 350 390 350 410 350 430 350 450 350 470 350 490 350 510 350 530 350 550 350 570 350 590 350 
10 370 30 370 50 370 70 370 90 370 110 370 130 370 150 370 170 370 190 370 210 370 230 370 250 370 270 370 290 370 310 370 330 370 350 370 370 370 390 370 410 370 430 370 450 370 470 370 490 370 510 370 530 370 550 370 570 370 590 370 
10 390 30 390 50 390 70 390 90 390 110 390 130 390 150 390 170 390 190 390 210 390 230 390 250 390 270 390 290 390 310 390 330 390 350 390 370 390 390 390 410 390 430 390 450 390 470 390 490 390 510 390 530 390 550 390 570 390 590 390 
10 410 30 410 50 410 70 410 90 410 110 410 130 410 150 410 170 410 190 410 210 410 230 410 250 410 270 410 290 410 310 410 330 410 350 410 370 410 390 410 410 410 430 410 450 410 470 410 490 410 510 410 530 410 550 410 570 410 590 410 
10 430 30 430 50 430 70 430 90 430 110 430 130 430 150 430 170 430 190 430 210 430 230 430 250 430 270 430 290 430 310 430 330 430 350 430 370 430 390 430 410 430 430 430 450 430 470 430 490 430 510 430 530 430 550 430 570 430 590 430 
10 450 30 450 50 450 70 450 90 450 110 450 130 450 150 450 170 450 190 450 210 450 230 450 250 450 270 450 290 450 310 450 330 450 350 450 370 450 390 450 410 450 430 450 450 450 470 450 490 450 510 450 530 450 550 450 570 450 590 450 
10 470 30 470 50 470 70 470 90 470 110 470 130 470 150 470 170 470 190 470 210 470 230 470 250 470 270 470 290 470 310 470 330 470 350 470 370 470 390 470 410 470 430 470 450 470 470 470 490 470 510 470 530 470 550 470 570 470 590 470 
10 490 30 490 50 490 70 490 90 490 110 490 130 490 150 490 170 490 190 490 210 490 230 490 250 490 270 490 290 490 310 490 330 490 350 490 370 490 390 490 410 490 430 490 450 490 470 490 490 490 510 490 530 490 550 490 570 490 590 490 
10 510 30 510 50 510 70 510 90 510 110 510 130 510 150 510 170 510 190 510 210 510 230 510 250 510 270 510 290 510 310 510 330 510 350 510 370 510 390 510 410 510 430 510 450 510 470 510 490 510 510 510 530 510 550 510 570 510 590 510 
10 530 30 530 50 530 70 530 90 530 110 530 130 530 150 530 170 530 190 530 210 530 230 530 250 530 270 530 290 530 310 530 330 530 350 530 370 530 390 530 410 530 430 530 450 530 470 530 490 530 510 530 530 530 550 530 570 530 590 530 
10 550 30 550 50 550 70 550 90 550 110 550 130 550 150 550 170 550 190 550 210 550 230 550 250 550 270 550 290 550 310 550 330 550 350 550 370 550 390 550 410 550 430 550 450 550 470 550 490 550 510 550 530 550 550 550 570 550 590 550 
10 570 30 570 50 570 70 570 90 570 110 570 130 570 150 570 170 570 190 570 210 570 230 570 250 570 270 570 290 570 310 570 330 570 350 570 370 570 390 570 410 570 430 570 450 570 470 570 490 570 510 570 530 570 550 570 570 570 590 570 
10 590 30 590 50 590 70 590 90 590 110 590 130 590 150 590 170 590 190 590 210 590 230 590 250 590 270 590 290 590 310 590 330 590 350 590 370 590 390 590 410 590 430 590 450 590 470 590 490 590 510 590 530 590 550 590 570 590 590 590 
